"No.","Time","Source","Destination","Protocol","Length","Info"
"160780","2166.736933","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","288","Standard query response 0x5d38 AAAA functional.events.data.microsoft.com CNAME global.asimov.events.data.trafficmanager.net CNAME onedscolprdeus04.eastus.cloudapp.azure.com SOA ns1-201.azure-dns.com"
"160781","2166.736933","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","243","Standard query response 0x9f16 A functional.events.data.microsoft.com CNAME global.asimov.events.data.trafficmanager.net CNAME onedscolprdeus04.eastus.cloudapp.azure.com A 52.168.112.67"
"160782","2166.736933","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","288","Standard query response 0xa5b9 HTTPS functional.events.data.microsoft.com CNAME global.asimov.events.data.trafficmanager.net CNAME onedscolprdeus04.eastus.cloudapp.azure.com SOA ns1-201.azure-dns.com"
"162780","2206.707065","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","106","Standard query 0x349d AAAA config.teams.microsoft.com"
"162781","2206.707323","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","106","Standard query 0x51ad A config.teams.microsoft.com"
"162782","2206.707645","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","106","Standard query 0xe576 HTTPS config.teams.microsoft.com"
"162783","2206.710786","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","281","Standard query response 0xe576 HTTPS config.teams.microsoft.com CNAME config.teams.trafficmanager.net CNAME s-0005-teams.config.skype.com CNAME config-teams.s-0005.s-msedge.net SOA ns1.s-msedge.net"
"162784","2206.720190","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","276","Standard query response 0x349d AAAA config.teams.microsoft.com CNAME config.teams.trafficmanager.net CNAME s-0005-teams.config.skype.com CNAME config-teams.s-0005.s-msedge.net CNAME s-0005.s-msedge.net AAAA 2620:1ec:42::132"
"162785","2206.729769","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","264","Standard query response 0x51ad A config.teams.microsoft.com CNAME config.teams.trafficmanager.net CNAME s-0005-teams.config.skype.com CNAME config-teams.s-0005.s-msedge.net CNAME s-0005.s-msedge.net A 52.113.194.132"
"163050","2209.436282","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","109","Standard query 0x9396 AAAA ic3.events.data.microsoft.com"
"163051","2209.436353","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","109","Standard query 0xc70b A ic3.events.data.microsoft.com"
"163052","2209.439118","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","276","Standard query response 0x9396 AAAA ic3.events.data.microsoft.com CNAME teams-events-data.trafficmanager.net CNAME onedscolprdcus02.centralus.cloudapp.azure.com SOA ns1-201.azure-dns.com"
"163053","2209.439118","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","231","Standard query response 0xc70b A ic3.events.data.microsoft.com CNAME teams-events-data.trafficmanager.net CNAME onedscolprdcus02.centralus.cloudapp.azure.com A 20.44.10.122"
"163486","2220.667928","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","102","Standard query 0xbcaa AAAA az764295.vo.msecnd.net"
"163487","2220.668492","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","102","Standard query 0xf432 A az764295.vo.msecnd.net"
"163488","2220.668881","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","102","Standard query 0x7d2e HTTPS az764295.vo.msecnd.net"
"163489","2220.670570","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","187","Standard query response 0xbcaa AAAA az764295.vo.msecnd.net CNAME cs22.wpc.v0cdn.net SOA ns1.v0cdn.net"
"163490","2220.670570","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","147","Standard query response 0xf432 A az764295.vo.msecnd.net CNAME cs22.wpc.v0cdn.net A 117.18.232.200"
"163491","2220.674948","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","187","Standard query response 0x7d2e HTTPS az764295.vo.msecnd.net CNAME cs22.wpc.v0cdn.net SOA ns1.v0cdn.net"
"163666","2222.814215","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","98","Standard query 0xbf49 AAAA edge.microsoft.com"
"163667","2222.814282","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","98","Standard query 0xbf4d A edge.microsoft.com"
"163668","2222.814487","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","98","Standard query 0xf363 HTTPS edge.microsoft.com"
"163669","2222.817214","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","202","Standard query response 0xf363 HTTPS edge.microsoft.com CNAME edge-microsoft-com.dual-a-0036.a-msedge.net SOA ns1.a-msedge.net"
"163670","2222.818958","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","106","Standard query 0xd229 AAAA config.teams.microsoft.com"
"163671","2222.819241","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","106","Standard query 0x5518 A config.teams.microsoft.com"
"163673","2222.819319","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","106","Standard query 0xb702 HTTPS config.teams.microsoft.com"
"163674","2222.819354","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","201","Standard query response 0xbf4d A edge.microsoft.com CNAME edge-microsoft-com.dual-a-0036.a-msedge.net CNAME dual-a-0036.a-msedge.net A 204.79.197.239 A 13.107.21.239"
"163676","2222.826594","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","281","Standard query response 0xb702 HTTPS config.teams.microsoft.com CNAME config.teams.trafficmanager.net CNAME s-0005-teams.config.skype.com CNAME config-teams.s-0005.s-msedge.net SOA ns1.s-msedge.net"
"163677","2222.828561","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","225","Standard query response 0xbf49 AAAA edge.microsoft.com CNAME edge-microsoft-com.dual-a-0036.a-msedge.net CNAME dual-a-0036.a-msedge.net AAAA 2620:1ec:12::239 AAAA 2620:1ec:c11::239"
"163679","2222.837553","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","264","Standard query response 0x5518 A config.teams.microsoft.com CNAME config.teams.trafficmanager.net CNAME s-0005-teams.config.skype.com CNAME config-teams.s-0005.s-msedge.net CNAME s-0005.s-msedge.net A 52.113.194.132"
"163680","2222.837553","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","276","Standard query response 0xd229 AAAA config.teams.microsoft.com CNAME config.teams.trafficmanager.net CNAME s-0005-teams.config.skype.com CNAME config-teams.s-0005.s-msedge.net CNAME s-0005.s-msedge.net AAAA 2620:1ec:42::132"
"163927","2225.409054","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","111","Standard query 0x96d8 A teams.events.data.microsoft.com"
"163928","2225.409138","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","111","Standard query 0x6392 AAAA teams.events.data.microsoft.com"
"163929","2225.411850","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","233","Standard query response 0x96d8 A teams.events.data.microsoft.com CNAME teams-events-data.trafficmanager.net CNAME onedscolprdcus02.centralus.cloudapp.azure.com A 20.44.10.122"
"163930","2225.411850","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","278","Standard query response 0x6392 AAAA teams.events.data.microsoft.com CNAME teams-events-data.trafficmanager.net CNAME onedscolprdcus02.centralus.cloudapp.azure.com SOA ns1-201.azure-dns.com"
"166405","2298.329580","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","121","Standard query 0xcbe4 A msedge.b.tlu.dl.delivery.mp.microsoft.com"
"166406","2298.334159","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","121","Standard query 0xf37f AAAA msedge.b.tlu.dl.delivery.mp.microsoft.com"
"166407","2298.339660","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","284","Standard query response 0xcbe4 A msedge.b.tlu.dl.delivery.mp.microsoft.com CNAME star.b.tlu.dl.delivery.mp.microsoft.com.delivery.microsoft.com CNAME cdp-f-tlu-net.trafficmanager.net CNAME fg.microsoft.map.fastly.net A 151.101.38.172"
"166408","2298.339660","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","296","Standard query response 0xf37f AAAA msedge.b.tlu.dl.delivery.mp.microsoft.com CNAME star.b.tlu.dl.delivery.mp.microsoft.com.delivery.microsoft.com CNAME cdp-f-tlu-net.trafficmanager.net CNAME fg.microsoft.map.fastly.net AAAA 2a04:4e42:9::684"
"166414","2298.482803","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","109","Standard query 0x0d33 A v10.events.data.microsoft.com"
"166415","2298.483567","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","109","Standard query 0xb7f2 AAAA v10.events.data.microsoft.com"
"166416","2298.487165","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","247","Standard query response 0x0d33 A v10.events.data.microsoft.com CNAME win-global-asimov-leafs-events-data.trafficmanager.net CNAME onedscolprduks02.uksouth.cloudapp.azure.com A 51.132.193.104"
"166417","2298.487165","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","291","Standard query response 0xb7f2 AAAA v10.events.data.microsoft.com CNAME win-global-asimov-leafs-events-data.trafficmanager.net CNAME onedscolprduks02.uksouth.cloudapp.azure.com SOA ns1-01.azure-dns.com"
"166429","2298.596873","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","105","Standard query 0xbaf9 A analytics.apis.mcafee.com"
"166430","2298.598508","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","105","Standard query 0x911d AAAA analytics.apis.mcafee.com"
"166431","2298.600187","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","259","Standard query response 0xbaf9 A analytics.apis.mcafee.com CNAME mosaic-orio.apis.mcafee.com A 54.190.249.134 A 44.227.79.166 A 35.161.154.122 A 34.223.170.181 A 54.187.89.112 A 52.12.202.59 A 52.88.235.27 A 34.217.162.71"
"166432","2298.603245","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","213","Standard query response 0x911d AAAA analytics.apis.mcafee.com CNAME mosaic-orio.apis.mcafee.com SOA ns-1222.awsdns-24.org"
"166441","2298.801808","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","104","Standard query 0x6fe5 A ecn.dev.virtualearth.net"
"166442","2298.801872","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","104","Standard query 0x4eb1 AAAA ecn.dev.virtualearth.net"
"166444","2298.804940","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","206","Standard query response 0x6fe5 A ecn.dev.virtualearth.net CNAME ssl2.tiles.virtualearth.net.edgekey.net CNAME e4113.dscd.akamaiedge.net A 23.208.218.44"
"166445","2298.804940","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","246","Standard query response 0x4eb1 AAAA ecn.dev.virtualearth.net CNAME ssl2.tiles.virtualearth.net.edgekey.net CNAME e4113.dscd.akamaiedge.net AAAA 2600:140f:3:18a::1011 AAAA 2600:140f:3:181::1011"
"166476","2298.943188","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","100","Standard query 0x1ba6 A dev.virtualearth.net"
"166477","2298.943593","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","100","Standard query 0x84cb AAAA dev.virtualearth.net"
"166481","2298.973704","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:38:1::2","DNS","100","Standard query 0x84cb AAAA dev.virtualearth.net"
"166482","2298.973865","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:38:1::2","DNS","100","Standard query 0x1ba6 A dev.virtualearth.net"
"166485","2298.981113","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","333","Standard query response 0x1ba6 A dev.virtualearth.net CNAME fe-bmplatform-aks-atm.trafficmanager.net CNAME mapsplatformafd-prod-amafg5e8b7e6f6ez.z01.azurefd.net CNAME star-azurefd-prod.trafficmanager.net CNAME shed.dual-low.s-part-0030.t-0009.t-msedge.net CNAME s-part-0030.t-0009.t-msedge.net A 13.107.246.58"
"166489","2298.987137","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","345","Standard query response 0x84cb AAAA dev.virtualearth.net CNAME fe-bmplatform-aks-atm.trafficmanager.net CNAME mapsplatformafd-prod-amafg5e8b7e6f6ez.z01.azurefd.net CNAME star-azurefd-prod.trafficmanager.net CNAME shed.dual-low.s-part-0030.t-0009.t-msedge.net CNAME s-part-0030.t-0009.t-msedge.net AAAA 2620:1ec:bdf::58"
"166498","2299.028245","2406:7400:38:1::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","345","Standard query response 0x84cb AAAA dev.virtualearth.net CNAME fe-bmplatform-aks-atm.trafficmanager.net CNAME mapsplatformafd-prod-amafg5e8b7e6f6ez.z01.azurefd.net CNAME star-azurefd-prod.trafficmanager.net CNAME shed.dual-low.s-part-0030.t-0009.t-msedge.net CNAME s-part-0030.t-0009.t-msedge.net AAAA 2620:1ec:bdf::58"
"166502","2299.042381","2406:7400:38:1::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","333","Standard query response 0x1ba6 A dev.virtualearth.net CNAME fe-bmplatform-aks-atm.trafficmanager.net CNAME mapsplatformafd-prod-amafg5e8b7e6f6ez.z01.azurefd.net CNAME star-azurefd-prod.trafficmanager.net CNAME shed.dual-low.s-part-0030.t-0009.t-msedge.net CNAME s-part-0030.t-0009.t-msedge.net A 13.107.246.58"
"166525","2299.144802","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","99","Standard query 0xe96b A download.mcafee.com"
"166526","2299.144932","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","99","Standard query 0xedc2 AAAA download.mcafee.com"
"166534","2299.149598","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","358","Standard query response 0xe96b A download.mcafee.com CNAME download-r53.awsconsumer.mcafee.com CNAME download.mcafee.com.edgesuite.net CNAME a2047.x.akamai.net A 106.51.156.153 A 106.51.156.136 A 106.51.156.147 A 106.51.156.145 A 106.51.156.137 A 106.51.156.144 A 106.51.156.138 A 106.51.156.152 A 106.51.156.139"
"166535","2299.149598","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","272","Standard query response 0xedc2 AAAA download.mcafee.com CNAME download-r53.awsconsumer.mcafee.com CNAME download.mcafee.com.edgesuite.net CNAME a2047.x.akamai.net SOA n0x.akamai.net"
"166552","2299.200584","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","111","Standard query 0x3231 A settings-win.data.microsoft.com"
"166553","2299.200634","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","111","Standard query 0xb476 AAAA settings-win.data.microsoft.com"
"166555","2299.213744","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","242","Standard query response 0x3231 A settings-win.data.microsoft.com CNAME atm-settingsfe-prod-geo2.trafficmanager.net CNAME settings-prod-wus2-2.westus2.cloudapp.azure.com A 20.72.205.209"
"166556","2299.213744","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","286","Standard query response 0xb476 AAAA settings-win.data.microsoft.com CNAME atm-settingsfe-prod-geo2.trafficmanager.net CNAME settings-prod-wus2-2.westus2.cloudapp.azure.com SOA ns1-02.azure-dns.com"
"167341","2307.612446","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","99","Standard query 0xddd9 AAAA teams.microsoft.com"
"167342","2307.612699","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","99","Standard query 0xefc0 A teams.microsoft.com"
"167343","2307.612851","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","99","Standard query 0xda64 HTTPS teams.microsoft.com"
"167344","2307.614640","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","376","Standard query response 0xddd9 AAAA teams.microsoft.com CNAME teams.office.com CNAME tmc-g2.tm-4.office.com AAAA 2603:1063:5:10b::365:7ea3 AAAA 2603:1063:5:109::365:7ea3 AAAA 2603:1063:5:103::365:7ea3 AAAA 2603:1063:5:101::365:7ea3 AAAA 2603:1063:5:102::365:7ea3 AAAA 2603:1063:5:106::365:7ea3 AAAA 2603:1063:5:105::365:7ea3 AAAA 2603:1063:5:10d::365:7ea3"
"167345","2307.614640","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","280","Standard query response 0xefc0 A teams.microsoft.com CNAME teams.office.com CNAME tmc-g2.tm-4.office.com A 52.123.253.101 A 52.123.253.108 A 52.123.253.105 A 52.123.253.104 A 52.123.253.106 A 52.123.253.109 A 52.123.253.98 A 52.123.253.103"
"167346","2307.615662","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","225","Standard query response 0xda64 HTTPS teams.microsoft.com CNAME teams.office.com CNAME tmc-g2.tm-4.office.com SOA ns1-34.azure-dns.com"
"167380","2307.982157","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","98","Standard query 0xb0ce AAAA edge.microsoft.com"
"167381","2307.982228","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","98","Standard query 0x9ba2 A edge.microsoft.com"
"167382","2307.982295","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","98","Standard query 0x9b0e HTTPS edge.microsoft.com"
"167387","2307.984090","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","202","Standard query response 0x9b0e HTTPS edge.microsoft.com CNAME edge-microsoft-com.dual-a-0036.a-msedge.net SOA ns1.a-msedge.net"
"167388","2307.994865","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","225","Standard query response 0xb0ce AAAA edge.microsoft.com CNAME edge-microsoft-com.dual-a-0036.a-msedge.net CNAME dual-a-0036.a-msedge.net AAAA 2620:1ec:c11::239 AAAA 2620:1ec:12::239"
"167389","2308.003313","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","201","Standard query response 0x9ba2 A edge.microsoft.com CNAME edge-microsoft-com.dual-a-0036.a-msedge.net CNAME dual-a-0036.a-msedge.net A 204.79.197.239 A 13.107.21.239"
"167470","2309.730938","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","109","Standard query 0xaedc A v20.events.data.microsoft.com"
"167471","2309.731283","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","109","Standard query 0xd4e6 AAAA v20.events.data.microsoft.com"
"167472","2309.733186","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","247","Standard query response 0xaedc A v20.events.data.microsoft.com CNAME win-global-asimov-leafs-events-data.trafficmanager.net CNAME onedscolprduks02.uksouth.cloudapp.azure.com A 51.132.193.104"
"167473","2309.733186","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","291","Standard query response 0xd4e6 AAAA v20.events.data.microsoft.com CNAME win-global-asimov-leafs-events-data.trafficmanager.net CNAME onedscolprduks02.uksouth.cloudapp.azure.com SOA ns1-01.azure-dns.com"
"167645","2313.267155","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","116","Standard query 0x4ed8 A win-extension.femetrics.grammarly.io"
"167646","2313.267566","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","116","Standard query 0x8e6f AAAA win-extension.femetrics.grammarly.io"
"167647","2313.269843","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","244","Standard query response 0x4ed8 A win-extension.femetrics.grammarly.io A 54.83.202.250 A 52.20.107.213 A 44.205.114.80 A 34.237.86.124 A 52.3.198.14 A 18.232.210.255 A 3.210.157.84 A 54.209.138.228"
"167648","2313.270600","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","203","Standard query response 0x8e6f AAAA win-extension.femetrics.grammarly.io SOA ns-1688.awsdns-19.co.uk"
"169831","2359.164500","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","90","Standard query 0x7b3d A c.pki.goog"
"169832","2359.165093","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","90","Standard query 0xbe49 AAAA c.pki.goog"
"169833","2359.167334","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","141","Standard query response 0x7b3d A c.pki.goog CNAME pki-goog.l.google.com A 142.250.77.163"
"169834","2359.168671","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","153","Standard query response 0xbe49 AAAA c.pki.goog CNAME pki-goog.l.google.com AAAA 2404:6800:4007:818::2003"
"170360","2369.568241","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","96","Standard query 0x844e A in.grammarly.com"
"170361","2369.568477","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","96","Standard query 0xa533 AAAA in.grammarly.com"
"170363","2369.573264","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","192","Standard query response 0x844e A in.grammarly.com A 54.147.138.158 A 52.203.239.42 A 34.195.39.242 A 52.5.83.208 A 23.22.191.96 A 54.152.194.244"
"170364","2369.573264","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","178","Standard query response 0xa533 AAAA in.grammarly.com SOA ns-1214.awsdns-23.org"
"170381","2369.888787","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","98","Standard query 0x2c8b A gnar.grammarly.com"
"170382","2369.888867","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","98","Standard query 0x3e56 AAAA gnar.grammarly.com"
"170384","2369.891712","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","226","Standard query response 0x2c8b A gnar.grammarly.com A 54.236.110.9 A 52.206.200.10 A 44.198.110.12 A 52.1.243.132 A 52.73.153.245 A 75.101.238.2 A 3.217.32.188 A 35.171.12.215"
"170385","2369.891712","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","180","Standard query response 0x3e56 AAAA gnar.grammarly.com SOA ns-1139.awsdns-14.org"
"170469","2371.364855","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","105","Standard query 0xb938 A sustainability.mcafee.com"
"170470","2371.364922","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","105","Standard query 0x4ea0 AAAA sustainability.mcafee.com"
"170471","2371.368944","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","348","Standard query response 0xb938 A sustainability.mcafee.com CNAME sustainability.awscommon.mcafee.com CNAME sustainability-prod-pubalb-1983240141.us-west-2.elb.amazonaws.com A 34.211.59.206 A 54.189.232.18 A 35.85.170.97 A 44.240.109.17 A 44.230.194.92 A 52.42.88.58 A 44.240.30.37 A 44.227.7.252"
"170472","2371.368944","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","298","Standard query response 0x4ea0 AAAA sustainability.mcafee.com CNAME sustainability.awscommon.mcafee.com CNAME sustainability-prod-pubalb-1983240141.us-west-2.elb.amazonaws.com SOA ns-332.awsdns-41.com"
"170531","2372.604182","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","105","Standard query 0xf277 A analytics.apis.mcafee.com"
"170532","2372.604266","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","105","Standard query 0xaeb9 AAAA analytics.apis.mcafee.com"
"170533","2372.615899","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","259","Standard query response 0xf277 A analytics.apis.mcafee.com CNAME mosaic-orio.apis.mcafee.com A 44.241.208.57 A 34.223.190.191 A 54.69.169.196 A 54.71.162.139 A 52.36.171.32 A 54.69.152.73 A 44.238.170.30 A 44.227.79.166"
"170534","2372.615899","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","213","Standard query response 0xaeb9 AAAA analytics.apis.mcafee.com CNAME mosaic-orio.apis.mcafee.com SOA ns-1222.awsdns-24.org"
"170540","2372.661238","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","99","Standard query 0x35c2 A download.mcafee.com"
"170541","2372.661285","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","99","Standard query 0x2134 AAAA download.mcafee.com"
"170542","2372.664345","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","358","Standard query response 0x35c2 A download.mcafee.com CNAME download-r53.awsconsumer.mcafee.com CNAME download.mcafee.com.edgesuite.net CNAME a2047.x.akamai.net A 106.51.156.147 A 106.51.156.152 A 106.51.156.136 A 106.51.156.138 A 106.51.156.146 A 106.51.156.137 A 106.51.156.145 A 106.51.156.144 A 106.51.156.153"
"170543","2372.664345","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","272","Standard query response 0x2134 AAAA download.mcafee.com CNAME download-r53.awsconsumer.mcafee.com CNAME download.mcafee.com.edgesuite.net CNAME a2047.x.akamai.net SOA n0x.akamai.net"
"170681","2376.297690","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","105","Standard query 0x3078 AAAA sustainability.mcafee.com"
"170682","2376.300530","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","298","Standard query response 0x3078 AAAA sustainability.mcafee.com CNAME sustainability.awscommon.mcafee.com CNAME sustainability-prod-pubalb-1983240141.us-west-2.elb.amazonaws.com SOA ns-332.awsdns-41.com"
"171106","2389.973134","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","94","Standard query 0x0ac1 A g.whatsapp.net"
"171107","2389.973180","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","94","Standard query 0x9aa5 AAAA g.whatsapp.net"
